title,budget,revenue,profit,log_budget,log_revenue,release_year,main_genre,runtime,vote_average,language_group,popularity
Scoop,4000000,31584901,27584901,15.201805169084134,17.268189779571482,2006,Comedy,96.0,6.4,en,17.229537
The Wash,7000000,10229331,3229331,15.76142084987672,16.140769837653075,2001,Action,93.0,5.3,en,2.453459
3 Strikes,6000000,9000000,3000000,15.607270193858982,16.012735246411598,2000,Action,82.0,5.9,en,1.433692
The Cooler,32000000,0,-32000000,17.281246492014,0.0,2003,Drama,101.0,6.7,en,9.976428
The Misfits,4000000,8200000,4200000,15.201805169084134,15.919644834185693,1961,Drama,124.0,6.8,en,2.930058
The Night Listener,0,0,0,0.0,0.0,2006,Drama,91.0,5.5,en,7.173059
The Jerky Boys,0,0,0,0.0,0.0,1995,Comedy,82.0,4.8,en,1.735462
The Orphanage,0,44000000,44000000,0.0,17.599700214609808,2007,Horror,105.0,7.1,es,29.071955
A Haunted House 2,0,0,0,0.0,0.0,2014,Comedy,87.0,5.4,en,18.428909
The Rules of Attraction,4000000,0,-4000000,15.201805169084134,0.0,2002,Comedy,110.0,6.3,en,11.387335
Topaz,4000000,6000000,2000000,15.201805169084134,15.607270193858982,1969,Action,143.0,6.1,en,5.975604
Let's Go to Prison,4000000,4630045,630045,15.201805169084134,15.348077361218246,2006,Comedy,84.0,5.5,en,4.59841
Four Rooms,4000000,4300000,300000,15.201805169084134,15.274125813221904,1995,Crime,98.0,6.5,en,22.87623
Secretary,4000000,9304609,5304609,15.201805169084134,16.046020534230088,2002,Comedy,104.0,6.7,en,19.107285
The Real Cancun,0,0,0,0.0,0.0,2003,Documentary,96.0,3.3,en,0.456485
Talk Radio,4000000,3468572,-531428,15.201805169084134,15.059253828147932,1988,Drama,110.0,6.7,en,4.541908
Waiting for Guffman,0,0,0,0.0,0.0,1996,Music,84.0,7.3,en,4.348416
Love Stinks,0,0,0,0.0,0.0,1999,Comedy,94.0,5.4,en,3.347885
You Kill Me,4000000,2426851,-1573149,15.201805169084134,14.702105502214815,2007,Comedy,90.0,6.2,en,6.091951
Thumbsucker,0,1919197,1919197,0.0,14.467417948406203,2005,Comedy,96.0,6.1,en,4.757625
Red State,4000000,1104682,-2895318,15.201805169084134,13.915068973948621,2011,Horror,88.0,5.9,en,12.062371
Mirrormask,4000000,866999,-3133001,15.201805169084134,13.672794255762678,2005,Fantasy,101.0,6.6,en,7.758188
Samsara,4000000,0,-4000000,15.201805169084134,0.0,2011,Drama,102.0,8.0,en,12.781973
The Barbarians,0,0,0,0.0,0.0,1987,Fantasy,87.0,5.1,en,1.631993
The Art of Getting By,0,1406224,1406224,0.0,14.156419366999064,2011,Drama,83.0,6.5,en,12.690224
Zipper,0,0,0,0.0,0.0,2015,Thriller,103.0,5.5,en,8.516229
Poolhall Junkies,0,0,0,0.0,0.0,2002,Comedy,99.0,6.5,en,5.90259
The Loss of Sexual Innocence,4000000,0,-4000000,15.201805169084134,0.0,1999,Drama,106.0,5.2,en,2.866934
Holy Motors,0,641100,641100,0.0,13.370942289793193,2012,Drama,115.0,6.9,en,9.140936
Joe,4000000,2365467,-1634533,15.201805169084134,14.676486446166447,2014,Drama,118.0,6.5,en,22.987897
Shooting Fish,3000000,302204,-2697796,14.914123179965662,12.61886087401812,1997,Crime,109.0,7.0,en,1.204941
Prison,1300000,354704,-945296,14.077875591662238,12.779041737081869,1988,Crime,102.0,6.7,en,7.605291
Psycho Beach Party,1500000,0,-1500000,14.220976332738882,0.0,2000,Comedy,95.0,6.0,en,2.855963
The Big Tease,0,0,0,0.0,0.0,1999,Comedy,87.0,5.8,en,0.502396
"Guten Tag, Ramón",4000000,0,-4000000,15.201805169084134,0.0,2013,Drama,119.0,8.1,en,1.771584
Trust,9500000,120000,-9380000,16.066802461833923,11.695255355062795,2010,Crime,104.0,6.6,en,21.230737
An Everlasting Piece,0,0,0,0.0,0.0,2000,Comedy,103.0,6.0,en,0.068246
Among Giants,0,0,0,0.0,0.0,1998,Comedy,93.0,4.5,en,0.541652
Adore,16000000,318982,-15681018,16.588099342704055,12.672893088810888,2013,Drama,100.0,6.1,en,18.790221
The Velocity of Gary,4000000,0,-4000000,15.201805169084134,0.0,1999,Drama,100.0,4.2,en,0.409089
Mondays in the Sun,4000000,146402,-3853598,15.201805169084134,11.894118372102673,2002,Drama,113.0,7.1,es,3.663108
Stake Land,650000,33245,-616755,13.384729180332174,10.411689738095404,2010,Drama,98.0,6.2,en,12.496261
The Last Time I Committed Suicide,0,0,0,0.0,0.0,1997,Drama,92.0,6.7,en,0.596889
Futuro Beach,0,0,0,0.0,0.0,2014,Drama,106.0,6.4,Other,2.611364
Another Happy Day,4000000,355688,-3644312,15.201805169084134,12.781812032521616,2011,Comedy,119.0,6.2,en,3.238466
A Lonely Place to Die,4000000,25345000,21345000,15.201805169084134,17.0480920693441,2011,Adventure,99.0,6.2,en,8.30723
Nothing,0,0,0,0.0,0.0,2003,Comedy,90.0,5.8,en,3.408955
The Geographer Drank His Globe Away,0,4037782,4037782,0.0,15.211206336935915,2013,Drama,120.0,7.3,Other,1.876621
1776,0,0,0,0.0,0.0,1972,Drama,142.0,7.1,en,1.807571
Inescapable,0,0,0,0.0,0.0,2012,Thriller,93.0,5.2,en,6.783053
Hell's Angels,3950000,8000000,4050000,15.18922639004183,15.894952224644102,1930,Action,127.0,6.1,en,8.484123
Purple Violets,4000000,0,-4000000,15.201805169084134,0.0,2007,Comedy,103.0,5.7,en,0.936232
The Veil,4000000,0,-4000000,15.201805169084134,0.0,2016,Horror,93.0,4.5,en,12.822534
The Loved Ones,0,0,0,0.0,0.0,2009,Horror,84.0,6.6,en,4.989985
The Helpers,4000000,0,-4000000,15.201805169084134,0.0,2012,Horror,78.0,4.1,en,1.390659
The Perfect Wave,0,0,0,0.0,0.0,2014,Romance,113.0,4.4,en,4.118612
A Man for All Seasons,3900000,28350000,24450000,15.176487367510099,17.160137623411405,1966,Drama,120.0,7.5,en,9.541688
Network,3800000,23689877,19889877,15.150511887854474,16.98055842626945,1976,Drama,121.0,7.7,en,17.234745
Desert Dancer,0,0,0,0.0,0.0,2014,Drama,98.0,6.5,en,1.972668
Major Dundee,3800000,14873,-3785127,15.150511887854474,9.607370001263245,1965,War,123.0,6.2,en,3.490215
Annie Get Your Gun,3768785,8000000,4231215,15.142263491650816,15.894952224644102,1950,Action,107.0,7.3,en,1.726175
Four Lions,967686,4270000,3302314,13.782663966863328,15.267124619396817,2010,Comedy,101.0,7.0,en,20.544999
The House of Sand,0,0,0,0.0,0.0,2005,Drama,115.0,6.7,Other,0.389471
Defendor,3500000,44462,-3455538,15.068273812173887,10.702412661625024,2009,Drama,101.0,6.5,en,8.45342
The Pirate,3700000,2956000,-744000,15.123843647884687,14.899347899345166,1948,Music,102.0,6.6,en,0.90522
The Good Heart,3800000,0,-3800000,15.150511887854474,0.0,2009,Drama,95.0,6.0,en,2.201678
The History Boys,4000000,13401952,9401952,15.201805169084134,16.41091100056984,2006,Comedy,109.0,6.6,en,3.771652
Midnight Cowboy,3600000,44785053,41185053,15.096444681204078,17.617385025651565,1969,Drama,113.0,7.4,en,21.119209
Airplane!,3500000,83453539,79953539,15.068273812173887,18.239800627783534,1980,Comedy,88.0,7.1,en,46.116885
Chain of Command,5000000,0,-5000000,15.424948670398354,0.0,2015,Thriller,88.0,5.3,en,1.398981
Friday,3500000,28215918,24715918,15.068273812173887,17.155396880182252,1995,Comedy,91.0,7.0,en,25.5748
Menace II Society,3500000,27900000,24400000,15.068273812173887,17.14413728263389,1993,Drama,97.0,7.2,en,3.418871
Creepshow 2,3500000,14000000,10500000,15.068273812173887,16.454567959008102,1987,Horror,92.0,5.9,en,10.729884
The Ballad of Cable Hogue,3716946,5000000,1283054,15.128413190366862,15.424948670398354,1970,Action,121.0,6.9,en,2.676535
In Cold Blood,3500000,13007551,9507551,15.068273812173887,16.38104066983224,1967,Crime,134.0,7.4,en,7.821438
The Nun's Story,3500000,12800000,9300000,15.068273812173887,16.36495580701484,1959,Drama,149.0,7.4,en,3.281509
Harper,3500000,12000000,8500000,15.068273812173887,16.300417291085605,1966,Action,121.0,6.2,en,2.938973
Frenzy,3500000,12600000,9100000,15.068273812173887,16.349207451286784,1972,Crime,116.0,7.1,en,10.219942
The Witch,3500000,40423945,36923945,15.068273812173887,17.514932890112895,2016,Mystery,92.0,6.3,en,50.319662
I Got the Hook Up,0,0,0,0.0,0.0,1998,Action,93.0,5.4,en,0.593068
She's the One,3500000,9482579,5982579,15.068273812173887,16.06496698910333,1996,Comedy,96.0,5.7,en,8.406025
Gods and Monsters,10000000,6451628,-3548372,16.118095750958314,15.679843215024052,1998,Drama,105.0,6.8,en,5.588652
The Secret in Their Eyes,2000000,33965843,31965843,14.508658238524095,17.340865989408183,2009,Crime,129.0,7.8,es,25.894065
Train,0,0,0,0.0,0.0,2008,Horror,94.0,4.8,en,3.280081
Evil Dead II,3600000,5923044,2323044,15.096444681204078,15.594361232731508,1987,Horror,84.0,7.6,en,35.674774
Pootie Tang,0,0,0,0.0,0.0,2001,Action,81.0,5.4,en,3.115754
Sharknado,1000000,0,-1000000,13.815511557963774,0.0,2013,TV Movie,86.0,3.8,en,20.466433
The Other Conquest,0,0,0,0.0,0.0,1999,Drama,105.0,5.4,es,0.015597
Troll Hunter,3500000,4159678,659678,15.068273812173887,15.240948465798654,2010,Fantasy,103.0,6.7,Other,12.982319
Ira & Abby,0,0,0,0.0,0.0,2006,Comedy,104.0,5.8,en,0.595136
Winter Passing,3500000,113783,-3386217,15.068273812173887,11.642057193250064,2006,Comedy,98.0,6.7,en,3.643608
D.E.B.S.,3500000,0,-3500000,15.068273812173887,0.0,2004,Action,91.0,5.6,en,6.396936
The Masked Saint,0,0,0,0.0,0.0,2016,Crime,111.0,2.9,en,0.909067
The Betrayed,3500000,0,-3500000,15.068273812173887,0.0,2008,Crime,98.0,5.2,en,1.348114
Taxman,0,0,0,0.0,0.0,1999,Action,104.0,2.0,en,0.964802
The Secret,0,0,0,0.0,0.0,2016,Drama,200.0,0.0,en,0.042346
2:13,3500000,0,-3500000,15.068273812173887,0.0,2009,Horror,96.0,4.6,en,1.271621
"Batman: The Dark Knight Returns, Part 2",3500000,0,-3500000,15.068273812173887,0.0,2013,Action,78.0,7.9,en,25.891466
Time to Choose,3500000,0,-3500000,15.068273812173887,0.0,2015,Documentary,100.0,0.0,en,1.618138
In the Name of the King III,3500000,0,-3500000,15.068273812173887,0.0,2013,Action,85.0,3.3,en,4.304341
Wicked Blood,3500000,0,-3500000,15.068273812173887,0.0,2014,Action,92.0,5.3,en,3.158056
Stranded,0,0,0,0.0,0.0,2015,Drama,86.0,5.0,en,3.230779
Lords of London,3440000,0,-3440000,15.050982320047213,0.0,2014,Crime,90.0,3.6,en,1.913302
High Anxiety,3400000,31063038,27663038,15.039286283703994,17.25152921378325,1977,Comedy,94.0,6.5,en,5.690619
March of the Penguins,8000000,127392239,119392239,15.894952224644102,18.66278138872916,2005,Documentary,80.0,6.9,fr,17.537154
Margin Call,3500000,19504039,16004039,15.068273812173887,16.786132181562447,2011,Thriller,107.0,6.7,en,26.259389
August,0,0,0,0.0,0.0,2011,Drama,100.0,6.2,en,1.419431
Choke,3000000,3830137,830137,14.914123179965662,15.158411391839309,2008,Comedy,92.0,6.0,en,11.637458
Whiplash,3300000,13092000,9792000,15.009433329466965,16.38751199098573,2014,Drama,105.0,8.3,en,192.528841
City of God,3300000,30641770,27341770,15.009433329466965,17.23787470142739,2002,Drama,130.0,8.1,Other,44.356711
Human Traffic,600000,4000000,3400000,13.304686600863562,15.201805169084134,1999,Comedy,99.0,6.8,en,4.859873
To Write Love on Her Arms,3400000,0,-3400000,15.039286283703994,0.0,2015,Drama,118.0,6.8,en,6.723057
The Dead Girl,0,0,0,0.0,0.0,2006,Mystery,85.0,6.4,en,3.069605
The Hunt,3800000,16800000,13000000,15.150511887854474,16.636889503897294,2012,Drama,115.0,7.9,Other,21.826888
A Christmas Story,0,19294144,19294144,0.0,16.775312239974124,1983,Comedy,94.0,7.4,en,15.128316
Bella,0,0,0,0.0,0.0,2006,Drama,91.0,6.7,en,1.814802
Class of 1984,4300000,0,-4300000,15.274125813221904,0.0,1982,Action,98.0,6.2,en,5.643023
The Opposite Sex,3300000,45000,-3255000,15.009433329466965,10.714439990727769,2014,Comedy,96.0,4.1,en,2.964785
Dreaming of Joseph Lees,2000000,7,-1999993,14.508658238524095,2.0794415416798357,1999,Romance,92.0,8.0,en,0.11615
The Class,0,28814580,28814580,0.0,17.176392101709528,2008,Drama,128.0,6.8,fr,13.437038
Rosemary's Baby,3200000,33395426,30195426,14.978661680269907,17.32392953240539,1968,Horror,136.0,7.5,en,26.180367
The Man Who Shot Liberty Valance,3200000,8000000,4800000,14.978661680269907,15.894952224644102,1962,Western,123.0,7.4,en,11.735287
Adam,0,2277396,2277396,0.0,14.638543682066127,2009,Drama,99.0,6.9,en,8.308442
Maria Full of Grace,0,0,0,0.0,0.0,2004,Drama,101.0,6.9,es,3.027892
Beginners,3200000,5332926,2132926,14.978661680269907,15.48941080113353,2010,Drama,105.0,6.8,en,11.933449
Feast,0,658573,658573,0.0,13.39783217046521,2005,Action,95.0,6.1,en,8.825113
Animal House,2700000,141000000,138300000,14.80876270134486,18.76427045543464,1978,Comedy,109.0,7.0,en,17.332585
Goldfinger,2500000,124881062,122381062,14.731801689838349,18.642872346306905,1964,Adventure,110.0,7.2,en,47.812466
Antiviral,2400000,0,-2400000,14.690979711984754,0.0,2012,Science Fiction,110.0,5.7,en,11.753553
It's a Wonderful Life,3180000,9644124,6464124,14.97239206922172,16.081859479625994,1946,Drama,130.0,8.0,en,42.868495
Trainspotting,4000000,16491080,12491080,15.201805169084134,16.6183302472689,1996,Drama,93.0,7.8,en,63.513324
The Original Kings of Comedy,0,0,0,0.0,0.0,2000,Comedy,115.0,6.3,en,1.918959
Paranormal Activity 2,3000000,177512032,174512032,14.914123179965662,18.994548956131297,2010,Horror,91.0,5.7,en,22.789649
Waking Ned,0,0,0,0.0,0.0,1998,Comedy,91.0,7.4,en,5.735912
Bowling for Columbine,4000000,35564473,31564473,15.201805169084134,17.38685777621893,2002,Documentary,120.0,7.3,en,11.414843
Coming Home,0,0,0,0.0,0.0,2014,Drama,111.0,6.9,zh,6.017273
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,29999213,26999213,14.914123179965662,17.216681739283203,1985,Horror,87.0,5.7,en,21.607228
A Room with a View,3000000,20966644,17966644,14.914123179965662,16.858443399615698,1985,Drama,117.0,6.9,en,7.961559
The Purge,3000000,89328627,86328627,14.914123179965662,18.30783257677803,2013,Science Fiction,86.0,6.0,en,54.403033
Sinister,3000000,77712439,74712439,14.914123179965662,18.168525905482866,2012,Horror,110.0,6.7,en,41.045084
Martin Lawrence Live: Runteldat,3000000,19184015,16184015,14.914123179965662,16.76958799027744,2002,Comedy,113.0,5.0,en,0.295226
Cat on a Hot Tin Roof,3000000,17570324,14570324,14.914123179965662,16.68172195743102,1958,Drama,108.0,7.6,en,16.553594
Beneath the Planet of the Apes,3000000,18999718,15999718,14.914123179965662,16.759934747547664,1970,Adventure,95.0,6.2,en,24.393296
Air Bud,3000000,23144499,20144499,14.914123179965662,16.95726772927616,1997,Comedy,98.0,5.3,en,11.241802
Pokémon: Spell of the Unknown,16000000,68411275,52411275,16.588099342704055,18.041048222807053,2000,Adventure,93.0,5.9,Other,9.18885
Friday the 13th Part VI: Jason Lives,3000000,19472057,16472057,14.914123179965662,16.784491072841,1986,Horror,86.0,5.7,en,11.158167
The Bridge on the River Kwai,3000000,33300000,30300000,14.914123179965662,17.3210679849807,1957,Drama,161.0,7.7,en,23.109959
Spaced Invaders,3000000,15369573,12369573,14.914123179965662,16.54790039880016,1990,Comedy,100.0,4.7,en,1.586598
Family Plot,2000000,7900000,5900000,14.508658238524095,15.882373444019521,1976,Comedy,121.0,6.7,en,3.832858
The Apartment,3000000,25000000,22000000,14.914123179965662,17.034386422832473,1960,Comedy,125.0,8.1,en,22.889294
Jason Goes to Hell: The Final Friday,3000000,15938065,12938065,14.914123179965662,16.58422089397781,1993,Fantasy,87.0,4.2,en,10.341982
Torn Curtain,3000000,13000000,10000000,14.914123179965662,16.380459992348886,1966,Mystery,128.0,6.4,en,7.924982
Dave Chappelle's Block Party,3000000,11718595,8718595,14.914123179965662,16.276687539715276,2005,Comedy,100.0,6.4,en,1.697846
Slow West,0,229094,229094,0.0,12.341892043672656,2015,Romance,84.0,6.6,en,14.936661
Krush Groove,3000000,0,-3000000,14.914123179965662,0.0,1985,Drama,97.0,7.0,en,0.720091
Next Day Air,0,0,0,0.0,0.0,2009,Action,84.0,5.3,en,2.747402
Elmer Gantry,3000000,10400000,7400000,14.914123179965662,16.15731646026544,1960,Drama,146.0,7.3,en,6.734965
Judgment at Nuremberg,3000000,10000000,7000000,14.914123179965662,16.118095750958314,1961,Drama,186.0,7.6,en,13.338539
Trippin',0,9016377,9016377,0.0,16.01455325928874,1999,Comedy,94.0,4.5,en,0.185373
Red River,3000000,9012000,6012000,14.914123179965662,16.014067691497427,1948,Western,133.0,7.3,en,5.344815
Phat Girlz,0,0,0,0.0,0.0,2006,Comedy,99.0,3.7,en,0.982624
Before Midnight,3000000,11176469,8176469,14.914123179965662,16.229321233436963,2013,Romance,108.0,7.4,en,23.299907
Teen Wolf Too,0,0,0,0.0,0.0,1987,Comedy,95.0,3.8,en,4.103764
Phantasm II,3000000,7282851,4282851,14.914123179965662,15.801033101697403,1988,Action,97.0,6.3,en,5.003615
Woman Thou Art Loosed,3000000,6804016,3804016,14.914123179965662,15.733023731025044,2004,Drama,94.0,5.0,en,0.019984
Real Women Have Curves,0,0,0,0.0,0.0,2002,Comedy,86.0,5.8,en,1.026243
Water,0,10422387,10422387,0.0,16.159466742697102,2005,Drama,115.0,6.8,en,2.787375
East Is East,3800000,28200000,24400000,15.150511887854474,17.154832571369333,1999,Comedy,97.0,6.5,en,3.667372
Whipped,3000000,0,-3000000,14.914123179965662,0.0,2000,Comedy,82.0,3.1,en,2.144354
Kama Sutra - A Tale of Love,3000000,4109095,1109095,14.914123179965662,15.228713610941375,1996,Drama,117.0,5.7,en,3.937939
Please Give,3000000,0,-3000000,14.914123179965662,0.0,2010,Comedy,90.0,6.0,en,5.325156
Willy Wonka & the Chocolate Factory,3000000,4000000,1000000,14.914123179965662,15.201805169084134,1971,Family,100.0,7.4,en,23.981601
Warlock: The Armageddon,0,0,0,0.0,0.0,1993,Fantasy,98.0,5.2,en,3.107149
8 Heads in a Duffel Bag,0,0,0,0.0,0.0,1997,Comedy,95.0,5.4,en,5.016607
Days of Heaven,0,0,0,0.0,0.0,1978,Drama,94.0,7.6,en,13.857194
Thirteen Conversations About One Thing,0,0,0,0.0,0.0,2001,Drama,104.0,6.4,en,6.997495
Jawbreaker,3000000,3076820,76820,14.914123179965662,14.939407479066372,1999,Comedy,87.0,5.9,en,4.337685
Basquiat,2962051,3011195,49144,14.901392829361386,14.917847899998245,1996,Drama,108.0,6.6,en,3.636634
Frances Ha,0,4069826,4069826,0.0,15.21911105037286,2013,Comedy,86.0,7.2,en,15.492257
Tsotsi,3000000,9879971,6879971,14.914123179965662,16.106020235711938,2005,Crime,94.0,6.9,Other,2.504169
Happiness,3000000,2807390,-192610,14.914123179965662,14.847766140264016,1998,Comedy,139.0,7.4,en,10.757539
DysFunktional Family,0,0,0,0.0,0.0,2003,Comedy,89.0,6.1,en,1.580027
Tusk,2800000,1826705,-973295,14.845130332288226,14.418024902870975,2014,Comedy,102.0,5.1,en,15.754614
Oldboy,3000000,14980005,11980005,14.914123179965662,16.522226936587312,2003,Drama,120.0,8.0,Other,56.76349
Letters to God,0,0,0,0.0,0.0,2010,Action,110.0,6.5,en,3.644872
Hobo with a Shotgun,3000000,748453,-2251547,14.914123179965662,13.525765024707482,2011,Action,86.0,5.7,en,16.900433
Compadres,3000000,0,-3000000,14.914123179965662,0.0,2016,Action,101.0,5.2,es,1.569246
Freeway,3000000,0,-3000000,14.914123179965662,0.0,1996,Comedy,110.0,6.5,en,4.682881
Love's Abiding Joy,0,0,0,0.0,0.0,2006,TV Movie,87.0,5.8,en,1.128559
Fish Tank,3000000,2357852,-642148,14.914123179965662,14.673262017169254,2009,Drama,123.0,6.9,en,12.68672
Damsels in Distress,0,0,0,0.0,0.0,2012,Comedy,99.0,5.6,en,3.750338
Creature,0,0,0,0.0,0.0,1998,Horror,176.0,4.0,en,2.857848
Bachelorette,3000000,11947954,8947954,14.914123179965662,16.296070691990323,2012,Comedy,87.0,5.3,en,20.95282
Brave New Girl,0,0,0,0.0,0.0,2004,Drama,120.0,3.7,en,0.18094
Tim and Eric's Billion Dollar Movie,0,0,0,0.0,0.0,2012,Comedy,94.0,5.2,en,1.75311
Summer Storm,2700000,0,-2700000,14.80876270134486,0.0,2004,Comedy,98.0,6.7,de,3.120747
Chain Letter,0,0,0,0.0,0.0,2010,Horror,96.0,3.9,en,2.504156
Just Looking,3000000,0,-3000000,14.914123179965662,0.0,1999,Drama,97.0,5.8,en,0.431332
The Divide,3000000,22000,-2978000,14.914123179965662,9.99884318585288,2011,Science Fiction,112.0,5.7,en,11.882563
The Eclipse,0,0,0,0.0,0.0,2009,Drama,88.0,6.1,en,9.342465
Demonic,3000000,3387000,387000,14.914123179965662,15.035455427046395,2015,Thriller,83.0,4.9,en,12.564554
My Big Fat Independent Movie,0,0,0,0.0,0.0,2005,Comedy,80.0,3.0,en,0.68822
The Deported,0,0,0,0.0,0.0,2010,Comedy,90.0,0.0,en,0.194848
Tanner Hall,0,0,0,0.0,0.0,2009,Drama,96.0,5.4,en,2.015525
Open Road,3000000,0,-3000000,14.914123179965662,0.0,2013,Action,85.0,5.2,en,2.680629
They Came Together,0,0,0,0.0,0.0,2014,Comedy,84.0,5.3,en,12.036888
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0,0,0,0.0,0.0,2013,Comedy,80.0,2.9,en,1.737032
Never Back Down 2: The Beatdown,3000000,0,-3000000,14.914123179965662,0.0,2011,Drama,90.0,5.8,en,9.249229
Point Blank,2500000,3200000,700000,14.731801689838349,14.978661680269907,1967,Action,92.0,7.1,en,5.164423
Four Single Fathers,3,0,-3,1.3862943611198906,0.0,2009,Drama,100.0,0.0,en,0.008263
Enter the Dangerous Mind,0,0,0,0.0,0.0,2013,Thriller,88.0,4.8,en,1.998826
Something Wicked,3000000,0,-3000000,14.914123179965662,0.0,2014,Mystery,95.0,4.6,en,1.968679
AWOL-72,3000000,0,-3000000,14.914123179965662,0.0,2015,Thriller,79.0,2.8,en,1.141463
Iguana,0,0,0,0.0,0.0,1988,Unknown,88.0,6.0,en,0.214704
Chicago Overcoat,3200000,0,-3200000,14.978661680269907,0.0,2009,Action,95.0,6.1,en,1.034844
Barry Munday,0,0,0,0.0,0.0,2010,Comedy,95.0,6.3,en,1.975941
Central Station,2900000,5596708,2696708,14.88022163978423,15.537689304383212,1998,Drama,113.0,7.6,Other,5.928937
Pocketful of Miracles,2900000,5000000,2100000,14.88022163978423,15.424948670398354,1961,Comedy,136.0,7.3,en,3.370225
Close Range,0,0,0,0.0,0.0,2015,Crime,80.0,4.9,en,5.485217
Boynton Beach Club,0,0,0,0.0,0.0,2005,Comedy,105.0,6.8,en,0.18887
Amnesiac,3000000,0,-3000000,14.914123179965662,0.0,2015,Thriller,90.0,4.1,en,3.077885
Freakonomics,3000000,103735,-2896265,14.914123179965662,11.54960448922872,2010,Documentary,93.0,6.6,en,1.781462
High Tension,0,0,0,0.0,0.0,2003,Horror,91.0,6.6,fr,4.952983
Griff the Invisible,2902660,0,-2902660,14.881138460438724,0.0,2011,Romance,93.0,6.1,en,1.35088
Unnatural,0,0,0,0.0,0.0,2015,Thriller,89.0,4.3,en,0.687656
Hustle & Flow,8000000,23563727,15563727,15.894952224644102,16.97521913852535,2005,Drama,116.0,6.9,en,6.39503
Some Like It Hot,2883848,25000000,22116152,14.87463641817992,17.034386422832473,1959,Comedy,122.0,8.0,en,39.30982
Friday the 13th Part VII: The New Blood,2800000,19170001,16370001,14.845130332288226,16.768857219351503,1988,Horror,88.0,5.3,en,9.070842
The Wizard of Oz,2777000,33754967,30977967,14.8368821263897,17.334638164449956,1939,Adventure,102.0,7.4,en,67.417542
Young Frankenstein,2800000,86273333,83473333,14.845130332288226,18.273031116417066,1974,Comedy,106.0,7.7,en,36.444894
Diary of the Dead,2000000,5364858,3364858,14.508658238524095,15.495380652247706,2007,Horror,95.0,5.4,en,15.351412
Lage Raho Munna Bhai,0,0,0,0.0,0.0,2006,Comedy,144.0,7.6,en,2.436019
Ulee's Gold,0,0,0,0.0,0.0,1997,Drama,112.0,6.5,en,0.93392
The Black Stallion,2700000,37799643,35099643,14.80876270134486,17.44781024255605,1979,Adventure,118.0,7.0,en,11.35972
Journey to Saturn,0,0,0,0.0,0.0,2008,Action,90.0,4.9,en,1.776624
Donovan's Reef,2686000,6600000,3914000,14.80356402836607,15.702580358511794,1963,Adventure,109.0,6.0,en,1.897263
The Dress,0,0,0,0.0,0.0,1996,Comedy,103.0,7.0,Other,0.144031
A Guy Named Joe,2627000,5363000,2736000,14.781353449329957,15.495034264427845,1944,Drama,120.0,6.0,en,0.531444
Blazing Saddles,2600000,119500000,116900000,14.77102238760702,18.59882693770404,1974,Western,93.0,7.2,en,22.793929
Friday the 13th: The Final Chapter,2600000,32980880,30380880,14.77102238760702,17.311438587898426,1984,Horror,91.0,5.9,en,14.013414
Ida,2159280,10700000,8540720,14.585285853876337,16.185754392890075,2013,Drama,80.0,7.1,Other,13.265432
Maurice,0,0,0,0.0,0.0,1987,Drama,134.0,7.1,en,11.552247
Beer League,0,0,0,0.0,0.0,2006,Comedy,86.0,5.3,en,1.73892
Riding Giants,2600000,3166000,566000,14.77102238760702,14.967979835279014,2004,Documentary,105.0,7.6,en,0.895946
Timecrimes,2600000,553198,-2046802,14.77102238760702,13.223473071106609,2007,Science Fiction,92.0,7.0,es,19.02965
Silver Medalist,0,0,0,0.0,0.0,2009,Action,99.0,7.4,zh,0.406645
Timber Falls,2600000,0,-2600000,14.77102238760702,0.0,2007,Horror,97.0,5.2,en,3.687574
Singin' in the Rain,2540800,7200000,4659200,14.747989943611703,15.789591722875162,1952,Comedy,103.0,7.8,en,36.556954
"Fat, Sick & Nearly Dead",0,0,0,0.0,0.0,2010,Documentary,97.0,7.1,en,0.545825
A Haunted House,2500000,60141683,57641683,14.731801689838349,17.912213736462856,2013,Comedy,86.0,5.4,en,18.661541
2016: Obama's America,2500000,33400000,30900000,14.731801689838349,17.32406648788705,2012,Documentary,87.0,4.6,en,0.973582
That Thing You Do!,0,34585416,34585416,0.0,17.35894267719439,1996,Comedy,108.0,6.8,en,14.885388
Halloween III: Season of the Witch,2500000,14400000,11900000,14.731801689838349,16.48273883399067,1982,Horror,98.0,5.0,en,12.030456
Escape from the Planet of the Apes,2500000,12348905,9848905,14.731801689838349,16.329078034118602,1971,Action,98.0,6.3,en,18.30961
Hud,2500000,10000000,7500000,14.731801689838349,16.118095750958314,1963,Action,112.0,7.5,en,6.82919
Kevin Hart: Let Me Explain,0,32230907,32230907,0.0,17.288436425904866,2013,Comedy,74.0,7.1,en,9.799357
My Own Private Idaho,2500000,0,-2500000,14.731801689838349,0.0,1991,Drama,104.0,7.1,en,10.363642
Garden State,2500000,26781723,24281723,14.731801689838349,17.10323027255553,2004,Comedy,102.0,7.1,en,30.583959
Before Sunrise,2500000,5535405,3035405,14.731801689838349,15.526675472834972,1995,Drama,105.0,7.7,en,23.672571
Evil Words,0,0,0,0.0,0.0,2003,Horror,100.0,6.9,fr,0.205034
Jesus' Son,0,0,0,0.0,0.0,1999,Comedy,107.0,6.7,en,5.581743
